"","Ind_geo","Mes_serv","edad","est_civ","actual_direc","ingres_famim","nivel_educt","a_patr_act","retir","gener","num_pers_h"
"942","Zona 2",53,37,"casado",18,25,"Enseñanza Media",6,0,"Mujer",2
"943","Zona 2",58,36,"casado",13,39,"Enseñanza básica",8,0,"Mujer",7
"944","Zona 2",25,38,"casado",19,56,"no completo enseñanza básica",19,0,"Mujer",2
"945","Zona 1",71,61,"casado",19,155,"Enseñanza Media",30,0,"Hombre",2
"946","Zona 1",22,33,"casado",13,119,"Estudios de Postgrado",0,0,"Mujer",4
"947","Zona 1",46,48,"casado",15,64,"Enseñanza Media",20,0,"Hombre",2
"948","Zona 3",66,50,"casado",2,333,"Estudios de Postgrado",24,0,"Hombre",2
"949","Zona 1",69,58,"casado",29,26,"Enseñanza básica",7,0,"Mujer",3
"950","Zona 2",38,49,"casado",3,33,"Estudios Universitarios",11,0,"Hombre",4
"951","Zona 3",16,35,"soltero",7,46,"Enseñanza Media",3,0,"Hombre",1
"952","Zona 3",44,39,"casado",8,41,"Enseñanza básica",8,0,"Hombre",4
"953","Zona 1",50,50,"soltero",24,31,"no completo enseñanza básica",8,0,"Hombre",1
"954","Zona 3",10,23,"soltero",1,29,"Estudios Universitarios",0,0,"Mujer",1
"955","Zona 2",7,41,"soltero",6,94,"Enseñanza básica",16,0,"Hombre",1
"956","Zona 3",71,48,"soltero",25,288,"Enseñanza Media",19,0,"Hombre",1
"957","Zona 3",16,39,"casado",5,31,"no completo enseñanza básica",4,0,"Mujer",5
"958","Zona 3",6,20,"soltero",0,25,"Enseñanza básica",0,0,"Mujer",2
"959","Zona 2",46,55,"soltero",24,269,"Enseñanza básica",35,0,"Hombre",1
"960","Zona 3",51,49,"casado",13,203,"Enseñanza Media",27,0,"Hombre",4
"961","Zona 3",5,34,"soltero",12,22,"Enseñanza básica",2,0,"Hombre",2
"962","Zona 2",49,54,"casado",23,25,"Enseñanza básica",1,0,"Mujer",4
"963","Zona 3",49,51,"casado",14,222,"Estudios de Postgrado",16,0,"Hombre",2
"964","Zona 1",26,30,"casado",4,76,"Enseñanza Media",7,0,"Hombre",2
"965","Zona 3",22,39,"soltero",4,55,"Enseñanza básica",17,0,"Mujer",1
"966","Zona 3",51,45,"casado",4,46,"Enseñanza Media",6,0,"Hombre",2
"967","Zona 1",19,27,"casado",7,56,"Estudios Universitarios",1,0,"Hombre",4
"968","Zona 1",9,36,"soltero",1,79,"Enseñanza Media",11,0,"Mujer",5
"969","Zona 3",15,25,"casado",0,51,"Enseñanza Media",2,0,"Mujer",2
"970","Zona 2",57,63,"soltero",19,61,"no completo enseñanza básica",27,0,"Hombre",1
"971","Zona 3",48,45,"soltero",15,41,"no completo enseñanza básica",10,0,"Mujer",2
"972","Zona 2",9,53,"casado",20,50,"Enseñanza básica",13,0,"Mujer",2
"973","Zona 1",61,52,"soltero",21,82,"no completo enseñanza básica",18,0,"Hombre",1
"974","Zona 3",72,53,"soltero",34,108,"no completo enseñanza básica",23,0,"Hombre",1
"975","Zona 3",57,60,"soltero",20,14,"Enseñanza básica",27,1,"Mujer",1
"976","Zona 2",57,51,"soltero",10,46,"no completo enseñanza básica",13,0,"Hombre",1
"977","Zona 1",37,60,"casado",0,46,"no completo enseñanza básica",20,0,"Hombre",3
"978","Zona 3",45,51,"soltero",13,146,"Estudios Universitarios",16,0,"Hombre",2
"979","Zona 3",45,39,"casado",15,36,"no completo enseñanza básica",11,0,"Mujer",5
"980","Zona 2",55,44,"soltero",24,83,"no completo enseñanza básica",23,0,"Mujer",1
"981","Zona 2",24,27,"soltero",2,17,"Enseñanza Media",3,0,"Hombre",5
"982","Zona 3",1,20,"soltero",1,18,"Enseñanza Media",0,0,"Hombre",1
"983","Zona 2",34,23,"casado",3,24,"no completo enseñanza básica",7,0,"Mujer",4
"984","Zona 3",14,37,"casado",5,48,"Enseñanza Media",1,0,"Mujer",4
"985","Zona 3",6,32,"soltero",10,47,"no completo enseñanza básica",10,0,"Hombre",1
"986","Zona 3",24,30,"soltero",0,25,"Estudios Universitarios",5,0,"Hombre",2
"987","Zona 2",3,26,"casado",6,59,"Estudios Universitarios",0,0,"Mujer",3
"988","Zona 1",4,30,"soltero",1,45,"Estudios Universitarios",6,0,"Hombre",3
"989","Zona 1",72,40,"casado",19,163,"Estudios Universitarios",15,0,"Hombre",2
"990","Zona 1",44,56,"soltero",4,63,"Enseñanza básica",6,0,"Mujer",1
"991","Zona 1",50,43,"soltero",6,27,"Enseñanza Media",4,0,"Hombre",1
"992","Zona 2",61,50,"casado",16,190,"Enseñanza básica",22,0,"Mujer",2
"993","Zona 1",34,52,"casado",2,106,"Enseñanza básica",19,0,"Hombre",2
"994","Zona 3",26,54,"casado",30,26,"Enseñanza Media",1,0,"Mujer",2
"995","Zona 1",15,46,"casado",17,63,"Estudios de Postgrado",1,0,"Hombre",2
"996","Zona 3",10,39,"soltero",0,27,"Enseñanza Media",0,0,"Mujer",3
"997","Zona 1",7,34,"soltero",2,22,"Estudios de Postgrado",5,0,"Mujer",1
"998","Zona 3",67,59,"soltero",40,944,"Estudios de Postgrado",33,0,"Mujer",1
"999","Zona 3",70,49,"soltero",18,87,"Enseñanza básica",22,0,"Mujer",1
"1000","Zona 3",50,36,"casado",7,39,"Enseñanza Media",3,0,"Mujer",3
